"","AGENCYNAME","SOURCE","AGENCYUNIQ","LASTMODIFI","MODIFIEDBY","SOURCECOMM","Date_Data_","Shape_STAr","Shape_STLe"
"245","Sultana Community Services District","SCRO",2407,"2013/11/07","source",NA,"2013/11/07",1001095.79293,5368.06028773
"246","Arvin Community Service District","SCRO",102,"2013/11/07","source",NA,"2013/11/07",5037414.3376,9877.43976431
"247","Bakman Water Company","SCRO",124,"2013/11/07","source",NA,"2013/11/07",5651148.63444,11539.9173186
"248","Tipton Community Service District","SCRO",2481,"2013/11/07","source",NA,"2013/11/07",2575421.28726,6419.55565732
"249","Yosemite - Alpine Community Service District","SCRO",2783,"2013/11/07","source",NA,"2013/11/07",84953.2229224,1468.57921048
"250","Vaughn Water Company","SCRO",2626,"2013/11/07","source",NA,"2013/11/07",74553063.2949,39893.67082
"251","Three Rivers Community Service District","SCRO",2471,"2013/11/07","source",NA,"2013/11/07",22805995.4312,49318.0078761
"252","Buttonwillow Community Water District","SCRO",305,"2013/11/07","source",NA,"2013/11/07",326683378.015,110277.273184
"253","Malaga County Water District","SCRO",1530,"2013/11/07","source",NA,"2013/11/07",5920715.1907,25201.9145663
"254","Buttonwillow Community Water District","SCRO",305,"2013/11/07","source",NA,"2013/11/07",131800.34817,1698.76742325
"255","Buttonwillow Community Water District","SCRO",305,"2013/11/07","source",NA,"2013/11/07",774186.271786,6638.75776584
"256","Butte Valley Irrigation District","USBR-Federal",303,"2010/08/31","source",NA,"2010/08/31",406972499.273,167757.774005
"257","Carpinteria Valley Water District","USBR-Federal",485,"2010/08/31","source",NA,"2010/08/31",35876088.8131,41953.132474
"258","Casitas Municipal Water District","USBR-Federal",495,"2010/08/31","source",NA,"2010/08/31",354033350.95,124734.178768
"259","East Bay Municipal Utility District","USBR-Federal",775,"2010/08/31","source",NA,"2010/08/31",102193.036721,1375.84447714
"260","East Bay Municipal Utility District","USBR-Federal",775,"2010/08/31","source",NA,"2010/08/31",455532.387095,2958.98750561
"261","East Bay Municipal Utility District","USBR-Federal",775,"2010/08/31","source",NA,"2010/08/31",1054985329.6,459545.834112
"262","East Bay Municipal Utility District","USBR-Federal",775,"2010/08/31","source",NA,"2010/08/31",1510.08012819,157.590526501
"263","Fresno County Waterworks District No 41","USBR-Federal",955,"2010/08/31","source",NA,"2010/08/31",7992722.07612,17834.6529488
"264","Fresno County Waterworks District","USBR-Federal",952,"2010/08/31","source",NA,"2010/08/31",1021000.13369,5792.09104528
"265","Goleta Water District","USBR-Federal",1068,"2010/08/31","source",NA,"2010/08/31",102491906.341,84726.5022114
"266","Goleta Water District","USBR-Federal",1068,"2010/08/31","source",NA,"2010/08/31",9610624.67052,19255.8600407
"267","Goleta Water District","USBR-Federal",1068,"2010/08/31","source",NA,"2010/08/31",606095.821494,3114.24079184
"268","Goleta Water District","USBR-Federal",1068,"2010/08/31","source",NA,"2010/08/31",2206980.67715,6537.78247049
"269","Goleta Water District","USBR-Federal",1068,"2010/08/31","source",NA,"2010/08/31",658321.486082,3248.45431277
"270","Goleta Water District","USBR-Federal",1068,"2010/08/31","source",NA,"2010/08/31",38789.2042699,850.251082241
"271","Goleta Water District","USBR-Federal",1068,"2010/08/31","source",NA,"2010/08/31",12575.9002263,509.196123389
"272","Goleta Water District","USBR-Federal",1068,"2010/08/31","source",NA,"2010/08/31",3848.70212555,270.886893213
"273","Goleta Water District","USBR-Federal",1068,"2010/08/31","source",NA,"2010/08/31",5340.78201771,419.466622887
"274","Goleta Water District","USBR-Federal",1068,"2010/08/31","source",NA,"2010/08/31",84995.7544622,1550.33894902
"275","Goleta Water District","USBR-Federal",1068,"2010/08/31","source",NA,"2010/08/31",142514.54312,1494.51507966
"276","Goleta Water District","USBR-Federal",1068,"2010/08/31","source",NA,"2010/08/31",1735579.15799,9351.43975122
"277","Goleta Water District","USBR-Federal",1068,"2010/08/31","source",NA,"2010/08/31",17309.7958298,673.636903364
"278","Goleta Water District","USBR-Federal",1068,"2010/08/31","source",NA,"2010/08/31",24691.9738922,867.816665766
"279","Goleta Water District","USBR-Federal",1068,"2010/08/31","source",NA,"2010/08/31",5640.60531521,341.442557864
"280","Goleta Water District","USBR-Federal",1068,"2010/08/31","source",NA,"2010/08/31",70349.1095047,1287.22846919
"281","Kaweah Delta Water Conservation District","USBR-Federal",1278,"2010/08/31","source",NA,"2010/08/31",1376805907.23,213047.880045
"282","Pioneer Water Company","USBR-Federal",1921,"2010/08/31","source",NA,"2010/08/31",22405145.6708,44732.2764799
"283","Rag Gulch Water District","USBR-Federal",1989,"2010/08/31","source",NA,"2010/08/31",994959.951359,4219.30965025
"284","Rag Gulch Water District","USBR-Federal",1989,"2010/08/31","source",NA,"2010/08/31",6924820.51072,12077.5115173
"285","Rag Gulch Water District","USBR-Federal",1989,"2010/08/31","source",NA,"2010/08/31",16184659.8991,34350.8482505
"286","Rag Gulch Water District","USBR-Federal",1989,"2010/08/31","source",NA,"2010/08/31",113766.548929,1348.98585867
"287","Santa Ynez River Water Conservation District","USBR-Federal",2227,"2010/08/31","source",NA,"2010/08/31",38901885.8972,48066.0204705
"288","Santa Ynez River Water Conservation District","USBR-Federal",2227,"2010/08/31","source",NA,"2010/08/31",3402344.99441,20355.6098233
"289","Santa Ynez River Water Conservation District","USBR-Federal",2227,"2010/08/31","source",NA,"2010/08/31",986504.189535,8989.95092696
"290","Santa Ynez River Water Conservation District","USBR-Federal",2227,"2010/08/31","source",NA,"2010/08/31",2854.45770198,220.418948957
"291","Santa Ynez River Water Conservation District","USBR-Federal",2227,"2010/08/31","source",NA,"2010/08/31",11174.5412491,450.960219382
"292","Shasta View Irrigation District","USBR-Federal",2274,"2010/08/31","source",NA,"2010/08/31",28102011.1345,37073.9267181
"293","Smallwood Vineyards","USBR-Federal",2318,"2010/08/31","source",NA,"2010/08/31",627413.163633,3978.16869254
"294","Stockton East Water District","USBR-Federal",2382,"2015/08/24","JCOMMON",NA,"2010/08/31",486017317.33,158640.779533
"295","United Water Conservation District","USBR-Federal",2540,"2010/08/31","source",NA,"2010/08/31",860024394.206,232634.486016
"296","Anderson, Arthur Et Al (formerly Westfall, Mary)","USBR-Federal",68,"2010/08/31","source",NA,"2010/08/31",509693.988659,2958.99637504
"297","Butler, Dianne E.","USBR-Federal",293,"2010/08/31","source",NA,"2010/08/31",357369.269949,3089.07742497
"298","Butler, Dianne E.","USBR-Federal",293,"2010/08/31","source",NA,"2010/08/31",304299.311294,2385.23683845
"299","Jaeger, William L. And Patricia A.","USBR-Federal",1258,"2010/08/31","source",NA,"2010/08/31",447080.401068,3538.95140568
"300","King, Laura","USBR-Federal",1293,"2010/08/31","source",NA,"2010/08/31",27275.0157471,893.590823121
"301","Yolo Land Trust","USBR-Federal",2780,"2010/08/31","source",NA,"2010/08/31",1002583.68794,4292.08743589
"302","Morehead, Joseph A. And Brenda","USBR-Federal",1655,"2010/08/31","source",NA,"2010/08/31",207877.588509,1878.2517002
"303","Mesquite Investors, LLC And Family Real Property Limited Partnership","USBR-Federal",1598,"2010/08/31","source",NA,"2010/08/31",774546.523549,5192.90672982
"304","Sioux Creek Property","USBR-Federal",2308,"2010/08/31","source",NA,"2010/08/31",498910.572185,3226.46047587
"305","Dyer, Jeffrey E. And Wing-dyer, Jan","USBR-Federal",769,"2010/08/31","source",NA,"2010/08/31",563479.464783,3499.71273873
"306","Ady District Imperial County","USBR-Federal",14,"2010/08/31","source",NA,"2010/08/31",2942549.1013,14054.4198283
"307","Emmitt Dist. Imp. Co. @","USBR-Federal",845,"2010/08/31","source",NA,"2010/08/31",2008907.78029,6878.80644457
"308","Enterprise Irrigation District","USBR-Federal",848,"2010/08/31","source",NA,"2010/08/31",15379546.5375,23002.9721667
"309","Horsefly Irrigation District","USBR-Federal",1200,"2010/08/31","source",NA,"2010/08/31",70039466.0908,124146.439645
"310","Klamath Drainage District","USBR-Federal",1311,"2010/08/31","source",NA,"2010/08/31",85127211.9819,81809.9054932
"311","Klamath Irrigation District","USBR-Federal",1312,"2010/08/31","source",NA,"2010/08/31",206257107.981,306031.368305
"312","Langell Irrigation District","USBR-Federal",1377,"2010/08/31","source",NA,"2010/08/31",120477645.425,166650.047542
"313","Malin","USBR-Federal",1531,"2010/08/31","source",NA,"2010/08/31",16251649.4933,21053.0073338
"314","Midland Dist. Imp. Co. @","USBR-Federal",1604,"2010/08/31","source",NA,"2010/08/31",2547436.15663,9530.14321226
"315","Pine Grove Irrigation District","USBR-Federal",1909,"2010/08/31","source",NA,"2010/08/31",5790284.98215,12056.4106703
"316","Plevna Dist. Imp. Co. @@","USBR-Federal",1941,"2010/08/31","source",NA,"2010/08/31",1915435.10537,7901.0319113
"317","Sunnyside Irrigation District","USBR-Federal",2422,"2010/08/31","source",NA,"2010/08/31",6043646.23652,13574.4569037
"318","Van Brimmer Ditch Company","USBR-Federal",2619,"2010/08/31","source",NA,"2010/08/31",20283535.3051,38611.3170221
"319","Colonial Realty Irrigation District","USBR-Federal",592,"2010/08/31","source",NA,"2010/08/31",4828090.02816,10057.3600082
"320","Poe Valley Improvement District","USBR-Federal",1944,"2010/08/31","source",NA,"2010/08/31",12225320.5285,64075.7056613
"321","Sky Harbour","USBR-Federal",2313,"2010/08/31","source",NA,"2010/08/31",314784.32603,14547.5406313
"322","Hatfield, R & B","USBR-Federal",1140,"2010/08/31","source",NA,"2010/08/31",31235.4955893,942.042944518
"323","Pleasant Valley Water District","USBR-Private",1939,"2004/01/16","source",NA,"2004/01/16",153818257.907,119893.829716
"324","Stratford Public Utilities District","USBR-Private",2390,"2004/01/16","source",NA,"2004/01/16",1367097.71533,8348.93537216
"325","Murphy Slough Association","USBR-Private",1687,"2004/01/16","source",NA,"2004/01/16",123930824.007,90567.6181065
"326","Lake Arrowhead Sanitation District","USBR-Private",1344,"2004/01/16","source",NA,"2004/01/16",34026340.5104,30844.0353847
"327","Paso Robles  City Of","USBR-Private",1875,"2004/01/16","source",NA,"2004/01/16",44346210.7578,56331.7360795
"328","Green Valley Water District","USBR-Private",1092,"2004/01/16","source",NA,"2004/01/16",11995990.9134,18065.0759277
"329","Crescenta Valley Water District","USBR-Private",652,"2004/01/16","source",NA,"2004/01/16",10315337.8748,24090.014166
"330","Carpenter Irrigation District","USBR-Private",483,"2004/01/16","source",NA,"2004/01/16",5287661.6922,16570.256884
"331","Waller Tract Mutual Water Association","USBR-Private",2657,"2004/01/16","source",NA,"2004/01/16",97474.2121582,1229.49040436
"332","Grover Beach  City Of","USBR-Private",1110,"2004/01/16","source",NA,"2004/01/16",5984313.95994,12369.6327331
"333","Arroyo Grande  City Of","USBR-Private",99,"2004/01/16","source",NA,"2004/01/16",14730859.8435,26760.6534268
"334","San Luis Obispo  City Of","USBR-Private",2182,"2004/01/16","source",NA,"2004/01/16",24902377.1519,50688.2154334
"335","Yorba Linda Service Area","USBR-Private",2781,"2004/01/16","source",NA,"2004/01/16",52438526.1983,56342.2350256
"336","Port Hueneme Water Agency","USBR-Private",1954,"2004/01/16","source",NA,"2004/01/16",29068750.1731,45711.1584217
"337","Yucaipa Valley Water District","USBR-Private",2793,"2004/01/16","source",NA,"2004/01/16",60181392.7168,93307.0978027
"338","Rowland Area County Water District","USBR-Private",2114,"2004/01/16","source",NA,"2004/01/16",40346496.0578,36004.0382215
"339","Maywood Mutual Water Company","USBR-Private",1563,"2004/01/16","source",NA,"2004/01/16",854707.696342,4038.03229671
"340","Long Beach Water District","USBR-Private",1465,"2004/01/16","source",NA,"2004/01/16",157599477.669,90007.8709358
"341","Idyllwild County Water District","USBR-Private",1222,"2004/01/16","source",NA,"2004/01/16",9699939.07004,24026.0120497
"342","West San Bernardino County Water District","USBR-Private",2684,"2004/01/16","source",NA,"2004/01/16",75696010.5712,95484.5739531
"343","Santiago County Water District","USBR-Private",2228,"2004/01/16","source",NA,"2004/01/16",119446201.392,72427.6798249
"344","Murrieta Community Water District","USBR-Private",1689,"2004/01/16","source",NA,"2004/01/16",15870216.0033,31430.7520088
"345","Champion Mutual Water Company","USBR-Private",525,"2004/01/16","source",NA,"2004/01/16",167403.792534,1778.01172824
"346","Maple Water Company","USBR-Private",1544,"2004/01/16","source",NA,"2004/01/16",111465.61351,1881.14790716
"347","Pico County Water District","USBR-Private",1898,"2004/01/16","source",NA,"2004/01/16",7552353.36327,21816.6796046
"348","Torrance  City Of Municipal Water District","USBR-Private",2488,"2004/01/16","source",NA,"2004/01/16",41500257.5096,40808.7469401
"349","Azusa Valley Water Company","USBR-Private",118,"2004/01/16","source",NA,"2004/01/16",19814757.9392,27520.4418765
"350","Tia Juana Valley County Water District","USBR-Private",2475,"2004/01/16","source",NA,"2004/01/16",21383432.665,33705.1947092
"351","Dominguez Water Corporation","USBR-Private",743,"2004/01/16","source",NA,"2004/01/16",77621808.3351,64111.1927174
"352","Hesperia  City Of","USBR-Private",1165,"2004/01/16","source",NA,"2004/01/16",186646362.092,97124.1848519
"353","Big Horn-Desert View Water Agency","USBR-Private",203,"2004/01/16","source",NA,"2004/01/16",113139657.695,104647.513576
"354","Victor Valley Water District","USBR-Private",2634,"2004/01/16","source",NA,"2004/01/16",108880777.199,59632.6396838
"355","Rosedale Ranch Irrigation District","USBR-Private",2110,"2004/01/16","source",NA,"2004/01/16",38088066.587,46173.9010876
"356","Winterhaven County Water District","USBR-Private",2754,"2004/01/16","source",NA,"2004/01/16",650598.485992,3620.23086472
"357","El Nido Irrigation District","USBR-Private",823,"2004/01/16","source",NA,"2004/01/16",41794011.1448,41998.0183901
"358","Santa Paula Water Works","USBR-Private",2223,"2004/01/16","source",NA,"2004/01/16",43888910.0132,49455.6882041
"359","Orange County Water District","USBR-Private",1799,"2004/01/16","source",NA,"2004/01/16",1003370939.69,246096.999431
"360","Calleguas Municipal Water District","USBR-Private",433,"2004/01/16","source",NA,"2004/01/16",852955519.604,183523.169845
"361","Los Angeles  City Of","USBR-Private",1472,"2004/01/16","source",NA,"2004/01/16",1225527574.77,502683.069859
"362","Ventura County Waterworks District No 19 - Somis","USBR-Private",2630,"2004/01/16","source",NA,"2004/01/16",57796965.9985,46632.397196
"363","Park Water Company","USBR-Private",1869,"2004/01/16","source",NA,"2004/01/16",27495411.0809,103519.698668
"364","East Orange County Water District","USBR-Private",785,"2004/01/16","source",NA,"2004/01/16",38457614.4949,41142.0224095
"365","Lakeside Water District","USBR-Private",1368,"2004/01/16","source",NA,"2004/01/16",25844646.3586,88074.8080281
"366","Riverside Highland Water Company","USBR-Private",2087,"2004/01/16","source",NA,"2004/01/16",21856242.7363,31023.0616954
"367","Gilroy  City Of","USBR-Private",995,"2004/01/16","source",NA,"2004/01/16",38435879.887,63252.7482501
"368","Capistrano Bay Community Service District","USBR-Private",473,"2004/01/16","source",NA,"2004/01/16",8004437.86756,28850.3527075
"369","Tri - Cities Municipal Water District","USBR-Private",2506,"2004/01/16","source",NA,"2004/01/16",58241755.8655,80696.5906533
"370","El Segundo  City Of","USBR-Private",827,"2004/01/16","source",NA,"2004/01/16",13956476.6769,16667.9489543
"371","Inglewood  City Of","USBR-Private",1238,"2004/01/16","source",NA,"2004/01/16",18936442.6787,26492.223528
"372","Lemoore  City Of","USBR-Private",1415,"2004/01/16","source",NA,"2004/01/16",14975932.3619,22072.821789
"373","Morgan Hill  City Of","USBR-Private",1656,"2004/01/16","source",NA,"2004/01/16",27686902.0758,70985.1743964
"374","Ontario  City Of","USBR-Private",1795,"2004/01/16","source",NA,"2004/01/16",92456070.1542,50979.7545308
"375","Porterville  City Of","USBR-Private",1956,"2004/01/16","source",NA,"2004/01/16",34506838.0395,144899.660792
"376","San Clemente  City Of","USBR-Private",2159,"2004/01/16","source",NA,"2004/01/16",36333311.2377,30951.9351744
"377","San Jacinto  City Of","USBR-Private",2169,"2004/01/16","source",NA,"2004/01/16",17401976.2022,29181.1604744
"378","Simi Valley  City Of","USBR-Private",2305,"2004/01/16","source",NA,"2004/01/16",96114541.0493,78833.2680956
"379","Wasco  City Of","USBR-Private",2662,"2004/01/16","source",NA,"2004/01/16",20907195.0812,35890.1126843
"380","Whittier  City Of","USBR-Private",2723,"2004/01/16","source",NA,"2004/01/16",16748155.935,32906.3138644
"381","Fern Valley Water District","USBR-Private",886,"2004/01/16","source",NA,"2004/01/16",5623890.35178,16281.008521
"382","Foothill Municipal Water District","USBR-Private",909,"2004/01/16","source",NA,"2004/01/16",56004478.6947,82757.9867396
"383","Los Alisos Water District","USBR-Private",1471,"2004/01/16","source",NA,"2004/01/16",21310440.2091,25837.6784514
