PWSID,PWS_NAME,CONTACT_NAME,TITLE,BUSINESS_PHONE,LOCATION_ADDRESS,POPULATION,TYPE,AREA,OWNERSHIP,SOURCE,CONNECTIONS,WELLS,PLANTS,INTAKES,INTERTIES,COUNTY
CA0400040   ,ALMOND GROVE MOBILE PARK,GENE  BENSON,MANAGERS,530-342-6056   , CHICO CA 95973,250,Community,Mobile Home Park              ,Private,Groundwater,163,1,0,0,0,Butte
CA3900517   ,ALMOND PARK WATER SYSTEM,,,, STOCKTON CA 95212,60,Community,Residential Area              ,Local,Groundwater,20,1,0,0,0,San Joaquin
CA5410050   ,ALPAUGH COMMUNITY SERVICES DISTRICT,JOHN BURCHARD,GENERAL MANAGER,559-949-8199   ,5446 TULE ROADALPAUGH CA 93201,1026,Community,Residential Area              ,Local,Groundwater,379,2,1,0,0,Tulare
CA0900582   ,ALPENROSE INN,HANNELORE CONRAD, ,530-544-2985   , SOUTH LAKE TAHOE CA 96150,40,Non-Community (Transient),Hotel/Motel                   ,Private,Groundwater,19,1,0,0,0,El Dorado
CA2801012   ,ALPHA AND OMEGA WINERY,C/O RKS  CA2801012, ,, ST. HELENA CA 94574,25,Non-Transient Non-Community,Industrial/Agricultural       ,Private,Groundwater,1,1,0,0,0,Napa
CA5500041   ,ALPINE ACRES MUTUAL WATER CO,BILL IVESON,PRESIDENT,209-532-6252   ,"ALPINE ACRES MUTUAL WATER CO, SONORA CA 95370",59,Community,Residential Area              ,Private,Groundwater,54,2,0,0,0,Tuolumne
CA3705071   ,ALPINE AMERICAN LEGION,,,,,100,Non-Community (Transient),Restaurant                    ,Private,Groundwater,3,1,1,0,0,San Diego
CA3600602   ,ALPINE CAMP AND CONFERENCE CENTER,KENNETH  POLSON, ,909-337-6287   , TWIN PEAKS CA 92317,250,Non-Community (Transient),Institution                   ,Private,Groundwater,1,4,0,0,0,San Bernardino
CA0900576   ,ALPINE INN & SPA,CHRIS PATEL, ,530-544-4655   , SOUTH LAKE TAHOE CA 96150,25,Non-Community (Transient),Hotel/Motel                   ,Private,Groundwater,4,1,0,0,0,El Dorado
CA3100041   ,ALPINE MEADOWS PROPERTY OWNERS ASSO,JERRY DENSMORE, ,,115 ALPINE DRCOLFAX CA 95713,250,Community,Residential Area              ,Private,Surface Water,129,0,1,1,0,Placer
CA3901080   ,ALPINE MEATS INC,,,, STOCKTON CA 95210,270,Non-Transient Non-Community,Industrial/Agricultural       ,Private,Groundwater,1,1,0,0,0,San Joaquin
CA1400501   ,ALPINE MUTUAL WATER COMPANY,RENE  LANDEROS, ,, BISHOP CA 93514,18,Non-Public,Residential Area              ,Private,Groundwater,6,2,0,0,0,Inyo
CA3701988   ,ALPINE OAKS ESTATES LLC,ARNO  CHAUVEL, ,619-445-3081   , ALPINE CA 91901,125,Community,Mobile Home Park              ,Private,Groundwater,66,1,1,0,0,San Diego
CA3110029   ,ALPINE SPRINGS COUNTY WATER DISTRICT,JOHN COLLINS,MAINTENANCE & OPERAT,530-583-2342   ,270 ALPINE MEADOWS ROADALPINE MEADOWS CA 96146,200,Community,Residential Area              ,Local,Groundwater,642,3,2,0,0,Placer
CA1900942   ,ALPINE SPRINGS MOBILE HOME PARK,CHARLES HAYNES, ,,,175,Community,Mobile Home Park              ,Private,Groundwater,52,1,0,0,0,Los Angeles
CA5301006   ,ALPINE VIEW CAMPGROUND,LESLIE USFS ROSS,ENGINEER,530-226-2316   ,2400 WASHINGTON AVENUEREDDING CA 96002,215,Non-Community (Transient),Recreation Area               ,Federal,Groundwater,37,1,0,0,0,Trinity
CA3301491   ,ALPINE VILLAGE,WILL LOWRY, ,, PINYON PINES CA 92361,198,Community,Residential Area              ,Private,Groundwater,60,4,0,0,0,Riverside
CA5400708   ,ALPINE VILLAGE WATER CO.,BILL ROBERTS,PARTNER,559-784-6326   ,52762 REDWOOD DR.SPRINGVILLE CA 93265,90,Non-Community (Transient),Residential Area              ,Private,Groundwater,45,1,0,0,0,Tulare
CA3600335   ,ALPINE WATER SYSTEM,,,, MT BALDY CA 91759,25,Non-Public,Residential Area              ,Private,Groundwater,8,1,0,0,0,San Bernardino
CA3610002   ,ALPINE WATER USERS ASSOCIATION,RICARDO CASTILLO,FIELD MANAGER,909-337-2845   ,"745 ROSE LANE, UNIT BTWIN PEAKS CA 92391",3000,Community,Residential Area              ,Private,Surface Water Purchased,964,6,6,0,1,San Bernardino
CA1000180   ,ALTA ELEMENTARY SCHOOL,JOSEPH GONZALEZ,DIRECTOR OF MAINTENA,559-305-7062   ,21771 E PARLIERREEDLEY CA 93654,435,Non-Transient Non-Community,School                        ,Local,Groundwater,2,1,0,0,0,Fresno
CA1500209   ,ALTA SIERRA MUTUAL WATER CO.,WILLIAM PRESTON,MANAGER/CERTIFIED OP,760-376-1561   ,"10502 SEQUOIA DRIVE #11, WOFFORD HEIGHTS CA 93285",98,Community,Residential Area              ,Private,Groundwater,223,1,2,0,0,Kern
CA5400580   ,ALTA VISTA M H P,,,, PORTERVILLE CA 93257,23,Unknown,Mobile Home Park              ,Mixed,Groundwater,10,1,0,0,0,Tulare
CA1503662   ,ALTA WIND PROJECT O&M FACILITY WATER SYS,DEAN LANDON,OPERATIONS MANAGER,661-303-1638   ,,29,Non-Transient Non-Community,Industrial/Agricultural       ,Private,Groundwater,1,1,1,0,0,Kern
CA2700856   ,ALTMAN PLANTS WS #01,REGULO PACHECO, ,831-758-4850   , SALINAS CA 93907,45,Non-Transient Non-Community,Industrial/Agricultural       ,Private,Groundwater,5,1,1,0,0,Monterey
CA2702616   ,ALTMAN PLANTS WS #02,REGULO PACHECO, ,831-758-4850   , SALINAS CA 93908,25,Non-Transient Non-Community,Other Transient Area          ,Private,Groundwater,3,1,0,0,0,Monterey
CA2000598   ,ALVIEW SCHOOL,DIANNE  SCHOONHOVEN,PRINCIPALDAIRYLAND,559-665-2394   , CHOWCHILLA CA 93610,200,Non-Transient Non-Community,School                        ,Local,Groundwater,1,1,0,0,0,Madera
CA1000181   ,ALVINA SCHOOL,MIKE IRIBARREN,SUPERINTENDENT,559-864-9411   ,295 W SAGINAWCARUTHERS CA 93609,200,Non-Transient Non-Community,School                        ,Local,Groundwater,1,1,0,0,0,Fresno
CA0300064   ,AMADOR CHRISTIAN CENTER,DANNY ARROYO, ,209-245-3371   , PLYMOUTH CA 95669,400,Non-Community (Transient),Other Transient Area          ,Private,Groundwater,1,1,0,0,0,Amador
CA0310021   ,AMADOR COUNTY SERVICE AREA #3/UNIT 6,GENE MANCEBO,INTERIM GENERAL MANA,209-257-5245   ,2901 CAMANCHE ROAD IONE CA 95640,2386,Community,Residential Area              ,Local,Groundwater,729,4,4,0,0,Amador
CA0300028   ,AMADOR HARVEST INN,,,, PLYMOUTH CA 95669,2500,Non-Community (Transient),Restaurant                    ,Private,Groundwater,4,1,1,0,0,Amador
CA0300627   ,AMADOR STATION,,,, PIONEER CA 95666,200,Non-Public,Restaurant                    ,Private,Groundwater,2,1,0,0,0,Amador
CA0300073   ,AMADOR WATER AGENCY--TIGER CREEK POWERHO,DAMON WYKOFF, ,209-223-3018   , PIONEER CA 95666,200,Non-Transient Non-Community,Industrial/Agricultural       ,Private,Surface Water,9,0,1,1,0,Amador
CA1910002   ,AMARILLO MUTUAL WATER COMPANY,ERNEST MARTINEZ,PRESIDENT,626-571-7533   , ROSEMEAD CA 91770,3134,Community,Residential Area              ,Private,Groundwater,627,2,1,0,1,Los Angeles
CA4500200   ,AMBERWOOD MOBILE HOME PARK,CYNTHIA & MICHAEL  FOLEY, ,530-355-7231   , COTTONWOOD CA 96022,150,Community,Mobile Home Park              ,Private,Groundwater,38,1,0,0,0,Shasta
CA2810005   ,"AMERICAN CANYON, CITY OF",JASON HOLLEY, ,707-647-4366   ,250 KIRKLAND RANCH ROADAMERICAN CANYON CA 94503,20082,Community,Residential Area              ,Local,Surface Water,5267,0,3,1,0,Napa
CA0900578   ,AMERICAN CONSERVATION EXPERIENCE,CHRIS BAKER, ,928-699-1068   , SOUTH LAKE TAHOE CA 96150,45,Non-Community (Transient),Hotel/Motel                   ,Private,Groundwater,1,1,0,0,0,El Dorado
CA2702679   ,AMERICAN LEGION #593 WS,BRANT PHILLIPS, ,831-206-2867   , SALINAS CA 93907,25,Non-Community (Transient),Other Area                    ,Private,Groundwater,2,1,0,0,0,Monterey
CA0500090   ,AMERICAN LEGION POST #376,TOM CORREA, ,209-293-7396   , GLENCOE CA 95232,120,Non-Community (Transient),Restaurant                    ,Private,Groundwater,1,1,0,0,0,Calaveras
CA3600510   ,AMERICAN LEGION POST 751,MANAGER  CA3600510, ,760-257-3173   , NEWBERRY SPRINGS CA 92365,25,Non-Community (Transient),Secondary Residences          ,Private,Groundwater,1,1,0,0,0,San Bernardino
CA0900629   ,AMERICAN LEGION TRACT RESORT ASSOC,DEAN LAWRIE, ,916-765-8397   , SOUTH LAKE TAHOE CA 96150,60,Non-Community (Transient),Residential Area              ,Private,Groundwater,33,1,0,0,0,El Dorado
CA3400278   ,AMERICAN RIVER COLLEGE,,,, SACRAMENTO CA 95841,2000,Non-Transient Non-Community,Institution                   ,State Government,Groundwater,32,3,0,0,0,Sacramento
CA1000204   ,AMERICAN UNION SCHOOL,JOEY CAMPBELL,ASST. SUPERINTENDENT,559-485-8805   ,2801 W ADAMSFRESNO CA 93706,250,Non-Transient Non-Community,School                        ,Local,Groundwater,4,1,0,0,0,Fresno
CA5700504   ,AMERICAS BEST VALUE INN,RAGIV  KEATON,PARTNER,408-314-3698   , DUNNIGAN CA 95937,200,Non-Community (Transient),Hotel/Motel                   ,Private,Groundwater,95,3,0,0,0,Yolo
CA3901181   ,AMERON INTERNATIONAL,,,, TRACY CA 95377,100,Non-Transient Non-Community,Industrial/Agricultural       ,Private,Groundwater,3,1,0,0,0,San Joaquin
CA3301990   ,AMEZCUA - GARCIA WATER,,,, THERMAL CA 92274,316,Community,Residential Area              ,Private,Groundwater,113,1,0,0,0,Riverside
CA4901334   ,AMISTA VINEYARDS,MICHAEL FARROW,OWNER,707-433-7940   ,3320 DRY CREEK ROADHEALDSBURG CA 95448,50,Non-Community (Transient),Other Area                    ,Private,Groundwater,3,1,0,0,0,Sonoma
CA4901361   ,ANABA WINERY,WENDY BROWN,ACCOUNTING MANAGER,707-996-4188   ,60 BONNEAU ROADSONOMA CA 95476,100,Non-Community (Transient),Other Area                    ,Private,Groundwater,1,1,1,0,0,Sonoma
CA2901934   ,ANANDA RETREAT CENTER,KEN ATWELL, ,530-292-3024   ,18443 MCNAB CYPRESS RDNEVADA CITY CA 95959,75,Non-Community (Transient),Secondary Residences          ,Private,Groundwater,7,1,0,0,0,Nevada
CA2900562   ,ANANDA VILLAGE,KEN ATWELL, ,530-292-3024   , NEVADA CITY CA 95959,290,Community,Residential Area              ,Private,Groundwater,86,4,0,0,0,Nevada
CA0706014   ,ANCHOR MARINA,KEVIN DAVIDSON, ,925-684-9148   , BETHEL ISLAND CA 94511,35,Non-Community (Transient),Residential Area              ,Private,Groundwater,40,1,0,0,0,Contra Costa
CA1900744   ,ANCHOR RETREAT CENTER (CANYON OAKS RANCH,KRIS RODRIQUEZ,DIRECTOR/SPECIAL AFF,,,164,Non-Community (Transient),Other Residential Area        ,Private,Groundwater,1,2,0,0,0,Los Angeles
CA4300610   ,ANCHORPOINT CHRISTIAN SCHOOL,STEVE WHITE,PRESIDENT/PRINCIPAL,408-847-0111   ,"7810 ARROYO CR, GILROY CA 95020",85,Non-Transient Non-Community,School                        ,Private,Groundwater,1,1,2,0,0,Santa Clara
CA1206011   ,ANCIENT REDWOODS RESORT,DEAN LEWIS,OWNER,707-722-4396   ,"DEAN LEWIS, REDCREST CA 95569",50,Non-Community (Transient),Recreation Area               ,Private,Groundwater,25,1,1,0,0,Humboldt
CA4500098   ,ANDERSON MOBILE HOME PARK,LONI HAINES, ,530-359-2204   , ANDERSON CA 96007,45,Community,Mobile Home Park              ,Private,Groundwater,21,1,0,0,0,Shasta
CA4500302   ,ANDERSON MOOSE LODGE # 509,PAUL GRANO, ,530-365-7048   , ANDERSON CA 96007,75,Non-Community (Transient),Restaurant                    ,Private,Groundwater,1,1,0,0,0,Shasta
CA4500254   ,ANDERSON PARK VILLAGE,STEVEN JORDAN, ,530-365-7021   , ANDERSON CA 96007,110,Community,Other Residential Area        ,Private,Groundwater,41,1,0,0,0,Shasta
CA1700502   ,ANDERSON SPRINGS CSD,MERIEL MEDRANO,MGR/SECRETARY,707-987-0277   ,11401 ANDERSON SPRINGS ROADMIDDLETOWN CA 95461,30,Community,Residential Area              ,Private,Groundwater,9,0,1,0,0,Lake
CA4500217   ,ANDERSON TUCKER OAKS GOLF,MIKE ERVIN, ,530-365-7159   , REDDING CA 96002,150,Non-Community (Transient),Recreation Area               ,Private,Groundwater,5,1,0,0,0,Shasta
CA4500041   ,ANDERSON UNION HIGH SCHOOL,KEN PAYNE, ,530-378-0568   , ANDERSON CA 96007,700,Non-Transient Non-Community,School                        ,Local,Groundwater,2,2,0,0,0,Shasta
CA2300770   ,ANDERSON VALLEY ELEMENTARY SCHOOL,MICHELLE HUTCHINS,SUPERINTENDENT,707-895-3774   ,"12300 ANDERSON VALLEY WAY, BOONVILLE CA 95415",350,Non-Transient Non-Community,School                        ,Local,Groundwater,11,1,1,0,0,Mendocino
CA2300764   ,ANDERSON VALLEY HIGH SCHOOL,SHEILA LEIGHTON,ADMINISTRATIVE ASSIS,707-895-3774   ,"18200 MOUNTAIN VIEW ROAD, BOONVILLE CA 95415",700,Non-Transient Non-Community,School                        ,Local,Groundwater,8,3,2,0,0,Mendocino
CA0300096   ,ANDIS WINES,ANDREW FRIEDLANDER, ,209-245-6177   , PLYMOUTH CA 95669,300,Non-Community (Transient),Industrial/Agricultural       ,Private,Groundwater,1,1,0,0,0, 
CA5000594   ,ANDRADE PROPERTIES,,,,,28,Non-Transient Non-Community,Industrial/Agricultural       ,Private,Unknown,5,1,0,0,0,Stanislaus
CA4500011   ,ANDREINI BUSINESS PARK WATER SYSTEM,DEBBIE WALL,AGENT,530-247-3900   ,"2220 S CABRILLO HWY, REDDING CA 96002",130,Non-Transient Non-Community,Other Transient Area          ,Private,Groundwater,47,1,0,0,0,Shasta
CA4200931   ,ANDREW MURRAY VINEYARD,CHUCK CARLSON, ,805-686-8999   , LOS OLIVOS CA 93441,50,Non-Community (Transient),Industrial/Agricultural       ,Private,Groundwater,3,2,0,0,0,Santa Barbara
CA1502004   ,"ANDREWS AG., INC",MICHAEL ANDREWS,OWNER,661-978-2500   ,"13650 COPUS RD., RURAL ROUTE 3BAKERSFIELD CA 93313",52,Non-Community (Transient),Recreation Area               ,Private,Groundwater,7,1,1,0,0,Kern
CA4901118   ,"ANDY'S PRODUCE MARKET, INC.",SHELLEY KLUCZNIK,MANAGER,707-824-5440   ,1691 GRAVENSTEIN HIGHWAY NORTHSEBASTOPOL CA 95473,50,Non-Transient Non-Community,Restaurant                    ,Private,Groundwater,4,1,1,0,0,Sonoma
CA3303056   ,ANGEL S RANCH (ARELLANO),ANGEL  ARELLANO, ,, THERMAL CA 92274,22,Non-Public,,Private,Unknown,13,0,0,0,0,Riverside
CA1900552   ,ANGELES CREST CHRISTIAN CAMP,DAVID CROUSE, ,,,150,Non-Community (Transient),Summer Camp                   ,Private,Groundwater,5,1,0,0,0,Los Angeles
CA1900761   ,ANGELES SHOOTING RANGES,RON COTTERIEL, ,,,267,Non-Community (Transient),Recreation Area               ,Private,Groundwater,5,1,0,0,0,Los Angeles
CA4300578   ,ANGELO LANE WATER COMPANY,CHRIS HANKO, ,408-842-8835   ,"3865 CANADA ROAD, GILROY CA 95020",52,Community,Residential Area              ,Private,Groundwater,15,1,0,0,0,Santa Clara
CA0500101   ,ANGELS ARM WATER PLANT,DAN  HOLSAPPLE, ,209-536-9094   , SONORA CA 95370,100,Non-Community (Transient),Recreation Area               ,Private,Surface Water,3,0,0,1,0,Calaveras
CA0500082   ,ANGELS CAMP RV/CAMPING RESORT,KEN JEFFRIES, ,916-871-3389   , ANGELS CAMP CA 95222,228,Non-Community (Transient),Recreation Area               ,Private,Groundwater,76,1,0,0,0,Calaveras
CA0510003   ,"ANGELS, CITY OF",DAVE MYERS,PUB. WORKS DIRECTOR,209-736-1346   , ANGELS CAMP CA 95222,3441,Community,Residential Area              ,Local,Surface Water,1773,0,1,1,0,Calaveras
CA0707501   ,ANGLER S RANCH #3,DENNIS EISENBEIS, ,925-684-2734   , BETHEL ISLAND CA 94511,60,Community,Residential Area              ,Private,Groundwater,30,1,0,0,0,Contra Costa
CA0707569   ,ANGLERS SUBDIVISION 4,JODY MAZZARELLA, ,, BETHEL ISLAND CA 94511,210,Community,Residential Area              ,Private,Groundwater,99,3,0,0,0,Contra Costa
CA0900515   ,ANGORA LAKES RESORT,JUDITH HILDINGER, ,530-541-2092   , SOUTH LAKE TAHOE CA 96150,1000,Non-Community (Transient),Other Transient Area          ,Private,Groundwater,11,0,0,0,0,El Dorado
CA2400230   ,ANIMAL MEDICAL CENTER,PATRICIA TELLLING,ACCOUNTS MANAGER,209-383-1072   ,3765 E. YOSEMITE AVE.MERCED CA 95340,40,Non-Community (Transient),Medical Facility              ,Private,Groundwater,1,1,0,0,0,Merced
CA4500338   ,ANSELMO VINEYARDS,PHUONG PHAM,OWNER,415-753-3000   ,"28740 INWOOD RD, SHINGLETOWN CA 96088",125,Non-Community (Transient),Other Transient Area          ,Private,Surface Water,6,0,1,1,0,Shasta
CA3200611   ,ANSERINE MEADOWS WATER SYSTEM,DAVE ALBRIGHT, ,, LITTLE GRASS VALLEY LAKE CA 95981,12,Non-Public,Residential Area              ,Private,Groundwater,5,1,0,0,0,Plumas
CA5200521   ,ANTELOPE CREEK MHP,NICK  POWERS,MANAGER,530-384-2757   , LOS MOLINOS CA 96055,75,Community,Mobile Home Park              ,Private,Groundwater,60,1,1,0,0,Tehama
CA3107329   ,ANTELOPE OAKS WATER SYSTEM,BEN TINER, ,, ROSEVILLE CA 95678,50,Non-Transient Non-Community,Industrial/Agricultural       ,Private,Groundwater,2,1,0,0,0,Placer
CA1900794   ,ANTELOPE PARK MUTUAL WATER COMPANY,ELIZABETH GREEN, ,,1725 WEST AVENUE K-8LANCASTER CA 93535,445,Community,Residential Area              ,Private,Groundwater,152,3,1,0,0,Los Angeles
CA3105886   ,ANTELOPE SPRINGS,MIKE EASTER, ,, ROSEVILLE CA 95747,250,Non-Community (Transient),Other Transient Area          ,Private,Groundwater,1,1,0,0,0,Placer
CA1909647   ,ANTELOPE VALLEY AIRPORT EXPRESS,THOMAS MILLER, ,,,50,Non-Community (Transient),Other Transient Area          ,Private,Groundwater,2,1,0,0,0,Los Angeles
CA1510053   ,ANTELOPE VALLEY E KERN WTR AGY-ROSAMOND,DAN FLORY,GENERAL MANAGER,661-943-3201   ,3600 35TH STREET WESTROSAMOND CA 93560,0,Community,Wholesaler (Sells Water)      ,Private,Surface Water,15,0,1,1,0,Kern
CA1910301   ,ANTELOPE VALLEY INDIAN MUSEUM STATE PARK,LARRY VIETTI,DISTPKMAINTENANCECHF,661-724-2306   ,"15701 EAST AVE. M, LANCASTER CA 93535",244,Non-Community (Transient),Recreation Area               ,State Government,Groundwater,11,1,1,0,0,Los Angeles
CA1500485   ,ANTELOPE VALLEY MOBILE ESTATES,ELIZABETH NICHOLSON,MANAGER,661-256-2175   ,470 20TH STREETROSAMOND CA 93560,60,Community,Mobile Home Park              ,Private,Groundwater,28,2,0,0,0,Kern
CA1910303   ,ANTELOPE VALLEY POPPY RESERVE STATE PARK,LARRY VIETTI,DISTPKMAINTENANCECHF,661-724-2306   ,"15101 LANCASTER ROAD, LANCASTER CA 93536",19640,Non-Community (Transient),Recreation Area               ,State Government,Surface Water,3,0,1,1,0,Los Angeles
CA1900505   ,ANTELOPE VALLEY PROGRESSIVE CLUB,"GROVER  TALLEY, JR.", ,661-164-0636   ,39168 182ND STREET EASTPALMDALE CA 93591,23,Unknown,,Unknown,Groundwater,12,1,0,0,0, 
CA1910045   ,ANTELOPE VALLEY-EAST KERN WATER AGENCY,DAN FLORY,GENERAL MANAGER,661-943-3201   ,6500 WEST AVENUE NPALMDALE CA 93551,0,Community,Wholesaler (Sells Water)      ,Local,Surface Water,48,9,4,3,0,Los Angeles
CA5200546   ,ANTELOPE-HOMEWOOD MHP,DAVID WESTBY, ,, RED BLUFF CA 96080,70,Community,Mobile Home Park              ,Private,Groundwater,44,2,2,0,0,Tehama
CA1503576   ,ANTHONY VINEYARDS WATER SYSTEM,BRENDAN MILLS,OPERATION MANAGER,661-858-6166   ,5512 VALPREDO AVENUEBAKERSFIELD CA 93307,60,Non-Community (Transient),Industrial/Agricultural       ,Private,Groundwater,8,1,3,0,0,Kern
CA4500053   ,ANTLERS RESORT & MARINA,AMBER MCCRACKEN,OPERATIONS MANAGER,530-238-2553   , LAKEHEAD CA 96051,109,Non-Community (Transient),Recreation Area               ,Private,Groundwater,35,2,0,0,0,Shasta
CA4500336   ,ANTLERS RV PARK & CAMPGROUND,AMBER MCCRACKEN,OPERATIONS MANAGER,530-238-2553   , LAKEHEAD CA 96051,250,Non-Community (Transient),Recreation Area               ,Private,Groundwater,119,1,0,0,0,Shasta
CA4500215   ,ANTLERS SHELL / SUBWAY,TONY ACKERNECHT, ,530-949-7886   , LAKEHEAD CA 96051,50,Non-Community (Transient),Service Station               ,Private,Groundwater,1,1,0,0,0,Shasta
CA5201140   ,ANTOINETTE MUTUAL WATER CO,DAVID STEEN, ,, RED BLUFF CA 96080,25,Community,Residential Area              ,Private,Groundwater,17,1,0,0,0,Tehama
CA3301113   ,ANZA BAPTIST CHURCH,KEN YODER, ,, ANZA CA 92539,40,Non-Transient Non-Community,School                        ,Private,Groundwater,5,1,1,0,0,Riverside
CA3710305   ,ANZA BORREGO SP - HORSE CAMP,BRENDA HEMOND,PARK MAINT. CHIEF 1,760-767-4302   ,200 PALM CANYON DRBORREGO SPRINGS CA 92004,12,Non-Community (Transient),Recreation Area               ,State Government,Groundwater,1,1,1,0,0,San Diego
CA3710308   ,ANZA BORREGO SP - LUCKY 5,BRENDA HEMOND,PARK MAINT. CHIEF 1,760-767-4302   ,8885 RIO SAN DIEGO DRIVE #270SAN DIEGO CA 92108,25,Non-Community (Transient),Recreation Area               ,State Government,Unknown,1,1,0,0,0,San Diego
CA3710302   ,ANZA BORREGO SP - PALM CANYON,BRENDA HEMOND,PARK MAINT. CHIEF 1,760-767-4302   , BORREGO SPRINGS CA 92004,422,Non-Community (Transient),Recreation Area               ,State Government,Groundwater,8,2,1,0,0,San Diego
CA3710306   ,ANZA BORREGO SP - TAMARISK GROVE,BRENDA HEMOND,PARK MAINT. CHIEF 1,760-767-4302   , BORREGO SPRINGS CA 92004,95,Non-Community (Transient),Recreation Area               ,State Government,Groundwater,2,2,1,0,0,San Diego
CA3710320   ,ANZA BORREGO SP - VALLECITO,BRENDA HEMOND,PARK MAINT. CHIEF 1,760-767-4302   ,,28,Non-Community (Transient),Recreation Area               ,State Government,Groundwater,1,1,1,0,0,San Diego
CA3301797   ,ANZA COMMUNITY HALL,NOEL DONAHUE, ,, ANZA CA 92539,30,Non-Community (Transient),Other Transient Area          ,Private,Groundwater,1,1,0,0,0,Riverside
CA3301180   ,ANZA MUTUAL WATER COMPANY,,,, ANZA CA 92539,224,Community,Residential Area              ,Private,Groundwater,85,2,0,0,0,Riverside
CA3302102   ,ANZA PETROLEUM INC,JOHNNY MIKO, ,, ANZA CA 92539,50,Non-Community (Transient),Service Station               ,Private,Groundwater,2,1,0,0,0,Riverside
CA3301018   ,ANZA PINES MOBILE HOME PARK,TOM MINK, ,, ANZA CA 92539,150,Community,Residential Area              ,Private,Groundwater,47,3,0,0,0,Riverside
CA3301355   ,ANZA RV RESORT,GREG REDEN, ,, ANZA CA 92539,100,Non-Transient Non-Community,Other Transient Area          ,Private,Groundwater,117,2,0,0,0,Riverside
CA3500905   ,ANZAR HIGH SCHOOL,WILLIAM RUPERT,MAINT. DIRECTOR,831-623-4500   ,430 UNION HEIGHTS DR. HOLLISTER CA 95023SAN JUAN BAUTISTA CA 95045,445,Non-Transient Non-Community,School                        ,Local,Groundwater,9,1,0,0,0,San Benito
CA2400153   ,APOSTOLIC TABERNACLE,TAWANNA RATZLAFIF,SECRETARY,209-723-0545   ,2745 E. HWY 140MERCED CA 95340,75,Non-Community (Transient),Institution                   ,Private,Groundwater,2,1,0,0,0,Merced
CA2701034   ,APPLE AVE WS #02,RAFAEL MERCADO, ,831-240-3746   , GREENFIELD CA 93927,75,Community,Secondary Residences          ,Private,Groundwater,18,1,0,0,0,Monterey
