"","OBJECTID","PWSID","POPSV_R","PWSName","BoundarySo","WaterUsed","coords.x1","coords.x2","optional"
"233",233,"1310011",5442,"COACHELLA VWD: I.D. NO. 11","Approx","Ground",361662.4767,-516137.2213,TRUE
"234",234,"1310300",4,"PICACHO STATE RESERVATION AREA","Approx","Ground",502650.088500001,-542221.7325,TRUE
"235",235,"1400007",500,"SIERRA HIGHLAND CSD","Approx","Ground",139846.250399999,-75195.4420999996,TRUE
"236",236,"1400010",800,"ROLLING GREEN UTILITIES, INC.","Approx","Ground",151729.017999999,-95173.1153999995,TRUE
"237",237,"1400137",25,"Wicker Water Well","Approx","Ground",179828.152100001,-191587.490599999,TRUE
"238",238,"1410503",125,"NPS - DEATH VALLEY, COW CREEK/NEVARES","Approx","Ground",284784.154100001,-140428.1351,TRUE
"239",239,"1410504",25,"NPS - DEATH VALLEY, GRAPEVINE RS","Approx","Ground",233135.961599998,-113940.8466,TRUE
"240",240,"1500152",29,"MIRASOL COMPANY WATER SYSTEM","Approx","Ground",48171.0366000012,-291538.6693,TRUE
"241",241,"1500190",550,"EDMUNDSON ACRES WATER SYSTEM","Approx","Ground",105097.492199998,-310537.5149,TRUE
"242",242,"1500209",21,"ALTA SIERRA MUTUAL WATER CO.","Approx","Ground",115502.276700001,-254328.5658,TRUE
"243",243,"1500211",433,"STOCKDALE ANNEX MUTUAL WATER","Approx","Ground",81847.5713,-300559.5171,TRUE
"244",244,"1500216",40,"OPAL FRY AND SON","Approx","Ground",87909.6779000014,-327688.0279,TRUE
"245",245,"1500231",740,"VICTORY MUTUAL WATER COMPANY","Approx","Ground",98334.4420000017,-297142.8793,TRUE
"246",246,"1500252",47,"KERN VALLEY MUTUAL WATER COMPANY","Approx","Ground",136865.5042,-269088.7294,TRUE
"247",247,"1500289",150,"ATHAL MUTUAL WATER SYSTEM","Approx","Ground",99950.1264999993,-300312.1151,TRUE
"248",248,"1500296",640,"FULLER ACRES MUTUAL WATER COMPANY","Approx","Ground",97847.5155999996,-303494.4937,TRUE
"249",249,"1500314",364,"DEL ORO WC - COUNTRY ESTATES DIST","Approx","Ground",97158.6897,-296349.2078,TRUE
"250",250,"1500336",106,"BURLANDO HEIGHTS MUTUAL WATER CO.","Approx","Ground",123603.049600001,-212640.5818,TRUE
"251",251,"1500340",95,"WEST TEHACHAPI MUTUAL","Approx","Ground",140042.400199998,-320435.5664,TRUE
"252",252,"1500349",200,"STOCKDALE MUTUAL WATER CO.","Approx","Ground",85839.7628000006,-293984.0866,TRUE
"253",253,"1500364",26,"KRVWC - KERNVALE MUTUAL WATER CO","Approx","Ground",140484.2566,-266330.7928,TRUE
"254",254,"1500373",66,"SEVENTH STANDARD MUTUAL","Approx","Ground",78931.2008999996,-286369.6905,TRUE
"255",255,"1500374",120,"CWS-GRAND OAKS WATER SYSTEM","Approx","Ground",133719.467399999,-322958.3013,TRUE
"256",256,"1500407",498,"CWS-SPLIT MOUNTAIN WATER SYSTEM","Approx","Both",121990.2062,-228908.3947,TRUE
"257",257,"1500415",6,"TEJON RANCH GRAPEVINE WATER","Approx","Ground",100074.2601,-347508.2329,TRUE
"258",258,"1500426",100,"ROSE VILLA APARTMENTS","Approx","Ground",165841.934900001,-348145.9426,TRUE
"259",259,"1500434",81,"BISHOP ACRES MUTUAL WATER COMPANY","Approx","Ground",72622.4552000016,-325700.306,TRUE
"260",260,"1500438",162,"CWS MTN. SHADOWS WATER SYSTEM","Approx","Ground",103671.165199999,-265777.9027,TRUE
"261",261,"1500442",37,"SUNSET APARTMENTS WATER SYSTEM","Approx","Ground",196779.493099999,-333039.8028,TRUE
"262",262,"1500447",140,"SIERRA BREEZE MUTUAL WATER COMPANY","Approx","Ground",200101.952399999,-260754.3446,TRUE
"263",263,"1500448",25,"HILLVIEW ACRES MUTUAL WATER COMPANY","Approx","Ground",147142.2163,-271226.2189,TRUE
"264",264,"1500489",63,"BRITE LAKE COMMUNITY ASSOCIATION","Approx","Ground",133210.057,-323690.4373,TRUE
"265",265,"1500491",2,"INTERSTATE 5 PROPERTIES","Approx","Ground",53767.6031000018,-289458.3426,TRUE
"266",266,"1500507",128,"ST. CLAIR RANCHOS MUTUAL WATER CO.","Approx","Ground",76737.5681000017,-293875.8879,TRUE
"267",267,"1500516",30,"TUT BROTHERS FARM #96","Approx","Ground",98902.6413999982,-331923.2402,TRUE
"268",268,"1500518",38,"AGBAYANI VILLAGE WATER SYSTEM","Approx","Ground",63340.1821999997,-251268.1481,TRUE
"269",269,"1500535",200,"MANON MANOR MUTUAL WATER COMPANY","Approx","Ground",75356.6469999999,-293971.594,TRUE
"270",270,"1500543",43,"AGAPE MUTUAL WATER SYSTEM","Approx","Ground",74425.0883999988,-296453.4436,TRUE
"271",271,"1500544",270,"ENOS LANE PUBLIC UTILITY DISTRICT","Approx","Ground",67971.4032999985,-293397.2197,TRUE
"272",272,"1500546",200,"HARVEST MOON MUTUAL WATER CO","Approx","Ground",74895.1952,-296225.802,TRUE
"273",273,"1500550",40,"WEST VALLEY MUTUAL WATER COMPANY","Approx","Ground",195750.271200001,-255237.8124,TRUE
"274",274,"1500553",62,"RANCHOS DEL RIO","Approx","Ground",91041.3313999996,-291060.1319,TRUE
"275",275,"1500554",87,"EAST INYOKERN MUTUAL WATER","Approx","Ground",199124.5704,-262795.8908,TRUE
"276",276,"1500555",200,"MUSTANG MUTUAL WATER SYSTEM","Approx","Ground",75942.8797999993,-288431.4272,TRUE
"277",277,"1500556",43,"HART FLAT BEAR MUTUAL WATER","Approx","Ground",125534.1516,-306220.6168,TRUE
"278",278,"1500557",325,"STOCKDALE RANCHOS MUTUAL WATER CO","Approx","Ground",76022.8828000017,-293945.2616,TRUE
"279",279,"1500560",45,"KRANENBURG WATER SYSTEM","Approx","Ground",72677.6693999991,-297018.6898,TRUE
"280",280,"1500563",59,"CHINA LAKE ACRES MUTUAL WATER COMPANY","Approx","Ground",203642.206999999,-261500.1117,TRUE
"281",281,"1500574",4,"INDIAN HILLS RANCH CAMPGROUND","Approx","Ground",137045.695,-325060.838,TRUE
"282",282,"1500578",170,"LONG CANYON WATER COMPANY CORP.","Approx","Ground",173167.419500001,-266764.052,TRUE
"283",283,"1500579",30,"LIFE WATER CO-OP","Approx","Ground",198513.719900001,-263690.2081,TRUE
"284",284,"1500591",25,"SWEET WATER CO-OP","Approx","Ground",198242.1371,-256807.828,TRUE
"285",285,"1500593",80,"UPLANDS OF THE KERN MUTUAL WATER COMPANY","Approx","Ground",96484.4239999987,-283829.5465,TRUE
"286",286,"1502008",10,"HOSKING AVENUE SWAP MEET","Approx","Ground",91538.9211999997,-302548.8973,TRUE
"287",287,"1502017",25,"WHEELER FARMS HEADQUARTERS","Approx","Ground",92573.6801000014,-324192.4283,TRUE
"288",288,"1502056",40,"CLARK STREET COMMUNITY WELL","Approx","Ground",138806.642200001,-266877.0907,TRUE
"289",289,"1502153",2,"LAKE ISABELLA MOTEL & TRAILER PARK","Approx","Ground",136910.624299999,-267259.535,TRUE
"290",290,"1502164",65,"LLANAS CAMP FOUR WATER SYSTEM","Approx","Ground",62930.3563000001,-277652.0777,TRUE
"291",291,"1502225",8,"RANKIN GUEST RANCH","Approx","Ground",131726.013500001,-292748.5258,TRUE
"292",292,"1502315",225,"CAMP OWEN WATER SYSTEM","Approx","Ground",182337.460099999,-203086.4438,TRUE
"293",293,"1502317",2,"KERN CO P&R-GREENHORN MT. PARK WATER","Approx","Ground",125614.776999999,-230630.6433,TRUE
"294",294,"1502319",1,"KERN CO P&R-LAKE WOOLLOMES WATER SYSTEM","Approx","Ground",74495.9593999982,-253790.2521,TRUE
"295",295,"1502323",5,"NORTH KERN GOLF COURSE","Approx","Ground",81434.7148999982,-278382.5619,TRUE
"296",296,"1502325",2,"KERN CO P&R-TEHACHAPI MT PARK WATER","Approx","Ground",139386.399999999,-325283.0482,TRUE
"297",297,"1502327",4,"KERN VALLEY AIRPORT","Approx","Ground",160100.342999998,-266843.6158,TRUE
"298",298,"1502600",90,"WEGIS MUTUAL WATER COMPANY","Approx","Ground",79536.0245000012,-288066.1264,TRUE
"299",299,"1502608",60,"OWENS PEAK WEST","Approx","Ground",196991.445999999,-264208.4362,TRUE
"300",300,"1502619",25,"SOUTH DESERT MUTUAL WATER COMPANY","Approx","Ground",199445.199099999,-264264.8747,TRUE
"301",301,"1502622",52,"GOSFORD ROAD WATER COMPANY","Approx","Ground",82426.8051000014,-310842.3924,TRUE
"302",302,"1502629",50,"HEATH BRIMHALL P.O.A.","Approx","Ground",81288.8486000001,-291048.9759,TRUE
"303",303,"1502633",48,"JOSEPHINA AND ENRIQUE WATER SYSTEM","Approx","Ground",65154.6156000011,-250798.9688,TRUE
"304",304,"1502659",40,"OWENS PEAK SOUTH","Approx","Ground",198315.549400002,-263760.5351,TRUE
"305",305,"1502663",80,"TOWN & COUNTRY WATER COMPANY","Approx","Ground",80403.8759000003,-284837.7084,TRUE
"306",306,"1502666",25,"WILCOX WATER SYSTEM","Approx","Ground",194162.895100001,-254168.3071,TRUE
"307",307,"1502717",2,"MOUNTAIN VALLEY AIRPORT","Approx","Ground",143492.8145,-322357.7176,TRUE
"308",308,"1502750",40,"RIVERVIEW HOMEOWNERS ASSOCIATION","Approx","Ground",95090.747200001,-286675.3077,TRUE
"309",309,"1503209",17,"SUPERIOR MUTUAL WATER COMPANY","Approx","Ground",69149.2690999992,-285920.5181,TRUE
"310",310,"1503329",140,"HART CREEK ESTATES MUTUAL WATER CO.","Approx","Ground",127855.2084,-312637.4205,TRUE
"311",311,"1510009",2500,"ERSKINE CREEK WC","Approx","Ground",137601.309099998,-267784.0468,TRUE
"312",312,"1510027",700,"DESERT LAKE COMM SERV DIST","Approx","Both",213394.3002,-330904.8362,TRUE
"313",313,"1510032",14212,"CALIFORNIA CITY, CITY OF","Approx","Both",189367.898600001,-320430.4523,TRUE
"314",314,"1510038",6157,"BEAR VALLEY CSD","Approx","Ground",127893.405200001,-320126.9901,TRUE
"315",315,"1510042",1131,"MOUNTAIN MESA WC","Approx","Ground",146116.629700001,-270622.0107,TRUE
"316",316,"1510701",2714,"EDWARDS AFB - MAIN BASE","Approx","Both",189876.777899999,-343949.2454,TRUE
"317",317,"1600023",75,"AZCAL MANAGEMENT CO","Approx","Surface",-3699.31509999931,-202566.2289,TRUE
"318",318,"1600034",30,"PARAMOUNT FARMING CO","Approx","Surface",10558.9398000017,-238664.9571,TRUE
"319",319,"1600293",50,"CHARDELLS","Approx","Ground",24365.8599999994,-189213.192500001,TRUE
"320",320,"1600504",80,"HAMBLIN MUTUAL WATER CO","Approx","Ground",33858.0106000006,-187641.001499999,TRUE
"321",321,"1610001",3239,"ARMONA COMMUNITY SERVICES DIST","Approx","Ground",29748.4384000003,-188500.7476,TRUE
"322",322,"1700502",500,"ANDERSON SPRINGS CSD","Approx","Ground",-233938.3346,90539.4528999999,TRUE
"323",323,"1700518",679,"LOCH LOMOND MUTUAL WATER CO","Approx","Ground",-234004.287,99150.6282000002,TRUE
"324",324,"1700519",18,"CRESCENT BAY IMPROVEMENT COMPANY","Approx","Surface",-232845.2827,105814.2963,TRUE
"325",325,"1700526",304,"PINE GROVE WATER SYSTEM","Approx","Both",-236981.8289,94323.1784000006,TRUE
"326",326,"1700527",50,"MOUNTAIN OF ATTENTION WATER","Approx","Ground",-233447.958900001,100232.4893,TRUE
"327",327,"1700530",50,"COBB MOUNTAIN WATER COMPANY","Approx","Ground",-235841.130999999,94844.6601999998,TRUE
"328",328,"1700536",45,"SUNRISE SHORE MUTUAL WATER COMPANY","Approx","Ground",-231714.035700001,105677.2908,TRUE
"329",329,"1700542",60,"BRANDING IRON MUTUAL","Approx","Ground",-237350.8378,102102.774900001,TRUE
"330",330,"1700544",448,"LAKE COUNTY CSA 7 - BONANZA SPRINGS","Approx","Ground",-234413.804500001,98976.1749000009,TRUE
"331",331,"1700546",250,"CLEARWATER MUTUAL WATER COMPANY","Approx","Surface",-233764.5834,111891.9712,TRUE
"332",332,"1700549",125,"CORINTHIAN BAY MUTUAL WATER COMPANY","Approx","Ground",-247287.9136,115132.2454,TRUE
"333",333,"1700554",290,"LAKE COUNTY CSA 13 - KONO TAYEE","Approx","Ground",-240721.710000001,118254.403100001,TRUE
"334",334,"1700568",550,"RIVIERA WEST MUTUAL WATER CO.","Approx","Surface",-235903.326099999,110995.750800001,TRUE
"335",335,"1700574",379,"LAKE COUNTY CSA 18 - STARVIEW","Approx","Ground",-235469.4531,91283.6304000001,TRUE
"336",336,"1700579",60,"VILLA BLUE ESTATES WATER DISTRICT","Approx","Ground",-259943.3223,133835.183,TRUE
"337",337,"1700580",50,"TWIN CREEKS MOBILE AND RV VILLAGE","Approx","Ground",-226600.143100001,103139.210100001,TRUE
"338",338,"1700606",45,"BAYCLIFF WATER","Approx","Ground",-230683.7182,104588.361300001,TRUE
"339",339,"1710007",2463,"KELSEYVILLE CO WATERWORKS DISTRICT 3","Approx","Both",-248055.173800001,112615.7553,TRUE
"340",340,"1710008",2500,"NICE MUTUAL WATER COMPANY","Approx","Both",-243011.6916,125116.023600001,TRUE
"341",341,"1710010",2200,"LOWER LAKE COUNTY WATER DISTRICT","Approx","Ground",-223857.2184,107371.422499999,TRUE
"342",342,"1710012",2230,"COBB AREA COUNTY WATER DISTRICT","Approx","Ground",-237742.620999999,96040.5215000007,TRUE
"343",343,"1710019",590,"LAKE COUNTY CSA 6 - FINLEY","Approx","Ground",-248929.2038,111630.057600001,TRUE
"344",344,"1710021",2734,"LAKE COUNTY CSA 21 - NORTH LAKEPORT","Approx","Surface",-252493.517899999,125605.501499999,TRUE
"345",345,"1710022",1383,"LAKE COUNTY CSA 20 - SODA BAY","Approx","Surface",-239117.7305,114143.1184,TRUE
"346",346,"1800503",100,"SUSAN RIVER PARK WATER CO.","Approx","Ground",-48560.6147999987,263319.7709,TRUE
"347",347,"1800512",400,"CLEAR CREEK CSD-WESTWOOD","Approx","Ground",-88803.2963000014,254787.570800001,TRUE
"348",348,"1800522",17,"HONEY LAKE CAMPGROUND","Approx","Ground",-34344.251600001,240577.658199999,TRUE
"349",349,"1800534",30,"SPAULDING EAGLE LAKE MWC","Approx","Ground",-64717.7441999987,294918.5035,TRUE
"350",350,"1810004",950,"LEAVITT LAKE CSD","Approx","Ground",-38600.3200999983,259748.6547,TRUE
"351",351,"1900009",300,"ADAMS RANCH MUTUAL","Approx","Both",178190.474399999,-433258.2634,TRUE
"352",352,"1900158",76,"LITTLE BALDY","Approx","Both",206072.543699998,-398332.8341,TRUE
"353",353,"1900509",30,"BAXTER MUTUAL WATER CO.","Approx","Ground",190625.7894,-364330.5257,TRUE
"354",354,"1900523",567,"WHITE FENCE FARMS MWC NO.3","Approx","Both",167333.596900001,-375484.0718,TRUE
"355",355,"1900571",700,"USFS-CHILAO MAIN (A-9)","Approx","Ground",193475.131200001,-402278.8278,TRUE
"356",356,"1900581",25,"MT HIGH EAST SKI AREA","Approx","Ground",212004.6598,-400922.887,TRUE
"357",357,"1900583",25,"USFS-JACKSON LAKE V-4","Approx","Ground",207526.738699999,-400403.4349,TRUE
"358",358,"1900599",48,"VALHALLA WATER ASSOCIATION","Approx","Ground",163853.454,-412086.3473,TRUE
"359",359,"1900658",500,"ACTON REHAB CENTER","Approx","Ground",165324.9443,-396470.7086,TRUE
"360",360,"1900721",140,"LOCUST GROVE MOBILE HOME PARK","Approx","Ground",174003.795600001,-367572.78,TRUE
"361",361,"1900744",82,"ANCHOR RETREAT CENTER","Approx","Ground",151210.333799999,-381377.6483,TRUE
"362",362,"1900767",70,"GOLDEN VALLEY MUNICIPAL WATER DISTRICT","Approx","Ground",102399.937100001,-356954.3584,TRUE
"363",363,"1900815",45,"PIUTE MUTUAL WC","Approx","Ground",195603.954599999,-367866.9978,TRUE
"364",364,"1900817",75,"CLEAR SKIES MOBILE HOME RANCH","Approx","Ground",174754.827799998,-365736.9821,TRUE
"365",365,"1900843",332,"CALIFORNIAN MOBILE HOME PARK","Approx","Ground",175822.066199999,-367045.5831,TRUE
"366",366,"1900903",100,"SLEEPY VALLEY WATER CO., INC.","Approx","Ground",150560.704799999,-388046.9826,TRUE
"367",367,"1900913",300,"LILY OF THE VALLEY MOBILE VILLAGE","Approx","Ground",140309.240800001,-391342.2613,TRUE
"368",368,"1900936",100,"AQUA J MUTUAL WATER COMPANY","Approx","Ground",187582.6138,-367643.6299,TRUE
"369",369,"1900941",180,"JOSHUA VIEW MOBILE HOME PARK","Approx","Ground",181364.695700001,-384231.3141,TRUE
"370",370,"1900944",4,"MILE HIGH CAFE","Approx","Ground",203674.306000002,-397973.3445,TRUE
"371",371,"1900946",104,"PALMDALE TRAILER PARK","Approx","Ground",182939.254299998,-379664.4441,TRUE
"372",372,"1900975",100,"WHITE ROCK LAKE RV PARK","Approx","Ground",154431.160799999,-395777.1556,TRUE
"373",373,"1900976",25,"THE OAKS","Approx","Ground",140925.811700001,-367330.0163,TRUE
"374",374,"1907014",100,"NORTH TRAILS MUTUAL WATER CO","Approx","Ground",152227.079,-390917.8984,TRUE
"375",375,"1907028",80,"SPV WATER CO INC","Approx","Ground",154389.337200001,-386101.1039,TRUE
"376",376,"1910010",1878,"CALIFORNIA WATER SERVICE CO.-LANCASTER","Approx","Ground",167012.594300002,-370469.2568,TRUE
"377",377,"1910040",16654,"EL SEGUNDO-CITY, WATER DEPT.","Approx","Both",152141.404199999,-453372.9809,TRUE
"378",378,"1910073",20256,"LOMITA-CITY, WATER DEPT.","Approx","Both",142477.903900001,-516566.0707,TRUE
"379",379,"1910086",9500,"MAYWOOD MUTUAL WATER CO. #3","Approx","Both",165828.459399998,-445840.5167,TRUE
"380",380,"1910108",5500,"BELL GARDENS-CITY, WATER DEPT.","Approx","Both",171151.498,-454811.8181,TRUE
"381",381,"1910127",39711,"COVINA-CITY, WATER DEPT.","Approx","Both",193391.114500001,-433570.7486,TRUE
"382",382,"1910241",2500,"MESA CREST WATER CO.","Approx","Surface",175833.835499998,-424916.4526,TRUE
"383",383,"1910801",135,"FENNER CANYON YOUTH CONSERVATION CAMP","Approx","Ground",202194.748799998,-408920.3584,TRUE
"384",384,"2000293",300,"MD#46 AHWAHNEE RESORTS","Approx","Ground",25050.7397000007,-73784.3460000008,TRUE
"385",385,"2000501",42,"BASS LAKE ANNEX #3","Approx","Ground",38466.0304999985,-77998.5763000008,TRUE
"386",386,"2000506",180,"SIERRA LINDA MUTUAL WATER CO","Approx","Ground",40541.5234000012,-83633.4806999993,TRUE
"387",387,"2000511",45,"MD#85 VALETA","Approx","Ground",-26865.3805,-102952.5012,TRUE
"388",388,"2000521",510,"BROADVIEW TERRACE MUTUAL WATER COMPANY","Approx","Ground",32941.1134000011,-78039.5916000009,TRUE
"389",389,"2000529",50,"BONADELLE RANCHOS MUTUAL WATER","Approx","Ground",10653.6044000015,-117497.396299999,TRUE
"390",390,"2000530",80,"CRASS MUTUAL WATER COMPANY","Approx","Ground",34372.6182000004,-73700.3040999994,TRUE
"391",391,"2000533",120,"SUGAR PINE HOMEOWNERS ASSOC","Approx","Ground",33758.0326999985,-62044.4978,TRUE
"392",392,"2000549",150,"MD#05 MOUNTAIN RANCHES","Approx","Ground",12604.5243000016,-96245.0940000005,TRUE
"393",393,"2000550",130,"MD#06 LAKE SHORE PARK","Approx","Ground",39938.5298000015,-76967.1754999999,TRUE
"394",394,"2000552",150,"MD#24 TEAFORD MEADOW LAKES","Approx","Ground",39198.9653999992,-83737.8995999992,TRUE
"395",395,"2000553",48,"MD#28 RIPPERDAN SELF HELP","Approx","Ground",-3077.25149999931,-129737.4988,TRUE
"396",396,"2000554",568,"MD#33 FAIRMEAD","Approx","Ground",-16245.2877999991,-105809.0145,TRUE
"397",397,"2000557",100,"MD#43 MIAMI CREEK KNOLLS","Approx","Ground",24507.9783000015,-73479.2800999992,TRUE
"398",398,"2000561",264,"MD#08 NORTH FORK WATER SYSTEM","Approx","Ground",42476.1911000013,-87019.3508000001,TRUE
"399",399,"2000595",450,"COUNTRY LIVING MHP","Approx","Ground",-7054.35159999877,-115457.5261,TRUE
"400",400,"2000608",116,"WILDWOOD MOBILE HOME PK INC","Approx","Ground",17905.4101999998,-126727.872099999,TRUE
"401",401,"2000651",50,"SOUTH FORK MHP WATER SYSTEM","Approx","Ground",46031.8365000002,-87832.4396000002,TRUE
"402",402,"2000688",100,"ECCO","Approx","Ground",32251.0634999983,-71546.9686999992,TRUE
"403",403,"2000690",375,"MD#73 QUARTZ MOUNTAIN","Approx","Ground",28801.9912,-92541.6760000009,TRUE
"404",404,"2000692",150,"MD#95 RANCHOS WEST  2000692","Approx","Ground",7809.72969999909,-120642.372099999,TRUE
"405",405,"2000724",100,"SA#14 CHUK CHANSE SUBDIVISION","Approx","Ground",-3896.19629999995,-108279.9037,TRUE
"406",406,"2000727",150,"MD#36 EASTIN ARCOLA","Approx","Ground",367.810300000012,-128699.882200001,TRUE
"407",407,"2000728",350,"MD#37 LA VINA","Approx","Ground",-8894.66110000014,-125204.045600001,TRUE
"408",408,"2000775",370,"OAK CREEK MOBILE HOME PARK(water)","Approx","Ground",23549.9965999983,-84716.7281999998,TRUE
"409",409,"2000849",150,"MD#60 DILLON ESTATES","Approx","Ground",28302.0018000007,-77648.7273999993,TRUE
"410",410,"2000851",150,"MD#40 SUNSET RIDGE ESTATES","Approx","Ground",24069.2424999997,-90373.0941000003,TRUE
"411",411,"2000865",75,"MD#58 SIERRA HIGHLANDS","Approx","Ground",37244.0476000011,-84231.6631000005,TRUE
"412",412,"2010001",11127,"CHOWCHILLA CITY WATER DEPT","Approx","Ground",-23328.3541000001,-85566.8570000008,TRUE
"413",413,"2010005",5921,"YOSEMITE SPRING PARK UTIL CO","Approx","Ground",16114.5186999999,-87968.6515999995,TRUE
"414",414,"2010013",66,"HILLVIEW WATER CO-COARSEGOLD","Approx","Ground",26121.9512000009,-89259.9745000005,TRUE
"415",415,"2010014",924,"HILLVIEW WATER CO-GOLDSIDE-HIL","Approx","Ground",26536.9902000017,-78577.6666999999,TRUE
"416",416,"2010800",3667,"CENTRAL CA WOMENS FACILITY","Approx","Ground",-15233.3557999991,-101364.363299999,TRUE
"417",417,"2100519",125,"ESTERO MUTUAL","Approx","Both",-260626.1768,32179.2490999997,TRUE
"418",418,"2100551",3,"TONY S SEAFOOD RESTAURANT","Approx","Both",-251346.881999999,19571.8149999995,TRUE
"419",419,"2100565",75,"GREEN GULCH FARM","Approx","Both",432562.728,-459831.5287,TRUE
"420",420,"2100579",51,"NICASIO VALLEY RANCH MUTUAL","Approx","Ground",-235899.802300001,8727.7508000005,TRUE
"421",421,"2110006",1700,"NORTH MARIN WD - PT. REYES","Approx","Ground",-241861.241,11962.2230999991,TRUE
"422",422,"2110502",55,"NPS PRNS - BEACHES","Approx","Ground",-261364.2436,12386.9938999992,TRUE
"423",423,"2210001",2000,"MARIPOSA PUBLIC UTILITY DIST","Approx","Both",4118.06419999897,-58797.8103999998,TRUE
"424",424,"2210503",1000,"YOSEMITE NPS-YOSEMITE VALLEY","Approx","Ground",42250.4144000001,-16453.9179999996,TRUE
"425",425,"2210510",150,"YOSEMITE NATIONAL PARK - WAWONA","Approx","Surface",30831.7479999997,-50773.2719000001,TRUE
"426",426,"2210515",635,"YOSEMITE NPS - EL PORTAL","Approx","Ground",16495.2941999994,-38062.2019999996,TRUE
"427",427,"2210851",110,"CDF  & FP - MT. BULLION","Approx","Ground",-2720.59389999881,-52596.0040000007,TRUE
